0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6329917907|127.0775451660|830.01|45.75|24.55|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6329650878|127.0775375366|722.97|72.51|24.29|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6329116821|127.0775375366|647.02|91.50|24.11|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6328430175|127.0775299072|588.11|106.22|23.96|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6327514648|127.0775299072|539.98|118.26|23.85|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6326446533|127.0775299072|499.28|128.43|23.75|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6325149536|127.0775299072|464.03|137.24|23.66|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6323623657|127.0775222778|432.93|145.02|23.58|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6321945190|127.0775222778|405.12|151.97|23.52|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6320037841|127.0775222778|379.96|158.26|23.46|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6317939758|127.0775222778|356.98|164.00|23.40|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6315650939|127.0775146484|335.85|169.29|23.35|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6313133239|127.0775146484|316.29|174.18|23.30|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6310424804|127.0775146484|298.07|178.73|23.26|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6307525634|127.0775146484|281.04|182.99|23.21|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6304435729|127.0775146484|265.03|186.99|23.17|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6301116943|127.0775146484|249.94|190.76|23.14|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6297645568|127.0775070190|235.67|194.33|23.10|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6293945312|127.0775070190|222.13|197.72|23.07|0.00
0.00|9.81|0.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6290016174|127.0775070190|209.25|200.94|23.04|0.00
-1.10|0.90|1.67|0.00|0.00|0.00|0.00|0.00|5.00|37.6290092468|127.0775451660|233.00|195.00|23.10|0.00
-2.00|9.67|-0.02|0.00|0.00|0.00|0.00|0.00|5.00|37.6290092468|127.0775527954|253.00|190.00|23.15|0.00
-1.07|1.92|-1.69|0.00|0.00|0.00|0.00|0.00|5.00|37.6290092468|127.0775527954|273.00|185.00|23.19|0.00
0.85|9.69|-1.81|0.00|0.00|0.00|0.00|0.00|5.00|37.6290092468|127.0775527954|293.00|180.00|23.24|0.00
1.98|0.68|-0.26|0.00|0.00|0.00|0.00|0.00|5.00|37.6290092468|127.0775527954|313.00|175.00|23.29|0.00
1.29|9.80|1.53|0.00|0.00|0.00|0.00|0.00|5.00|37.6290054321|127.0775604248|333.00|170.00|23.34|0.00
-0.58|1.34|1.91|0.00|0.00|0.00|0.00|0.00|5.00|37.6290054321|127.0775604248|353.00|165.00|23.39|0.00
-1.93|9.63|0.54|0.00|0.00|0.00|0.00|0.00|5.00|37.6290054321|127.0775604248|373.00|160.00|23.44|0.00
-1.50|1.81|-1.33|0.00|0.00|0.00|0.00|0.00|5.00|37.6290054321|127.0775604248|393.00|155.00|23.49|0.00
0.31|9.74|-1.98|0.00|0.00|0.00|0.00|0.00|5.00|37.6290016174|127.0775680541|413.00|150.00|23.54|0.00
1.83|0.08|-0.81|0.00|0.00|0.00|0.00|0.00|5.00|37.6290016174|127.0775680541|433.00|145.00|23.58|0.00
1.67|9.77|1.10|0.00|0.00|0.00|0.00|0.00|5.00|37.6290016174|127.0775680541|453.00|140.00|23.63|0.00
-0.03|1.67|2.00|0.00|0.00|0.00|0.00|0.00|5.00|37.6290016174|127.0775680541|473.00|135.00|23.68|0.00
-1.70|9.62|1.06|0.00|0.00|0.00|0.00|0.00|5.00|37.6289978027|127.0775756835|493.00|130.00|23.73|0.00
-1.81|1.55|-0.86|0.00|0.00|0.00|0.00|0.00|5.00|37.6289978027|127.0775756835|513.00|125.00|23.78|0.00
-0.26|9.79|-1.98|0.00|0.00|0.00|0.00|0.00|5.00|37.6289978027|127.0775756835|533.00|120.00|23.83|0.00
1.53|0.35|-1.29|0.00|0.00|0.00|0.00|0.00|5.00|37.6289978027|127.0775756835|553.00|115.00|23.88|0.00
1.91|9.72|0.59|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0775833129|573.00|110.00|23.93|0.00
0.53|1.87|1.93|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0775833129|593.00|105.00|23.98|0.00
-1.33|9.64|1.49|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0775833129|613.00|100.00|24.02|0.00
-1.97|1.17|-0.32|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0775833129|633.00|95.00|24.07|0.00
-0.80|9.81|-1.83|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0775909423|653.00|90.00|24.12|0.00
1.11|0.88|-1.66|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0775909423|673.00|85.00|24.17|0.00
2.00|9.67|0.04|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0775909423|693.00|80.00|24.22|0.00
1.05|1.92|1.70|0.00|0.00|0.00|0.00|0.00|5.00|37.6289901733|127.0775909423|713.00|75.00|24.27|0.00
-0.86|9.69|1.80|0.00|0.00|0.00|0.00|0.00|5.00|37.6289901733|127.0775985717|733.00|70.00|24.32|0.00
-1.98|0.69|0.25|0.00|0.00|0.00|0.00|0.00|5.00|37.6289901733|127.0775985717|753.00|65.00|24.37|0.00
-1.28|9.80|-1.54|0.00|0.00|0.00|0.00|0.00|5.00|37.6289901733|127.0775985717|773.00|60.00|24.41|0.00
0.60|1.33|-1.91|0.00|0.00|0.00|0.00|0.00|5.00|37.6289901733|127.0775985717|793.00|55.00|24.46|0.00
1.93|9.63|-0.52|0.00|0.00|0.00|0.00|0.00|5.00|37.6289901733|127.0776062011|813.00|50.00|24.51|0.00
1.48|1.81|1.34|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0776062011|833.00|45.00|24.56|0.00
-0.33|9.74|1.97|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0776062011|853.00|40.00|24.61|0.00
-1.84|0.11|0.79|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0776062011|873.00|35.00|24.66|0.00
-1.66|9.77|-1.12|0.00|0.00|0.00|0.00|0.00|5.00|37.6289939880|127.0776062011|893.00|30.00|24.71|0.00
